Name,Country,Status,Formed In,Genre,Theme,Active,Spotify Popularity,Total Followers On Spotify
Swazafix,Netherlands,Split-up,n,Thrash/Death Metal,Unknown,,0,0
Swedish Massacre,Sweden,Unknown,2003,Thrash/Death Metal,Unknown,2003-?,0,0
Sweet Silence,France,Split-up,n,Death/Thrash Metal,Unknown,,0,0
Swinging Corpse,Thailand,Active,1998,Brutal Death Metal| Goregrind,Unknown,1998-present,0,0
Switchblade,Australia,Split-up,2001,Groove/Death Metal,Unknown,2001-2011,0,0
Swollen Eye View,Finland,Active,2008,Death/Thrash Metal,Life| Death| Destructive Perspective,2008-present,0,0
Sword Toward Self,Australia,On hold,2006,Death/Black Metal,Unknown,2006-?,0,0
Sxuperion,United States,Active,1998,Death/Black Metal,Darkness| Evil| Anti-religious,1998-present,0,0
Sycorax,United Kingdom,Active,2006,Death/Groove Metal,Unknown,2006-present,0,0
Syianic,United States,Split-up,1987,Thrash/Death Metal,Horror| Anti Religion,1987-1988,0,0
Sykaron,Switzerland,Split-up,2006,Thrash/Death Metal,Politics| Society| Religion| the Enviroment,2006-2008,0,0
Sylbilassys,Malaysia,Active,1999,Black/Death Metal,Death,1999-present,0,0
Sylpheed,Italy,Active,2007,Gothic/Death Metal,Unknown,2007-present,0,0
Sylva Mala,Italy,Split-up,1997,Death/Black Metal,Unknown,1997-2006,0,0
Sylvan Frost,United States,On hold,2011,Black/Death Metal,Death| Armageddon,2011-2013,0,0
Symphony of Death,Poland,Split-up,n,Doom/Death Metal,Unknown,,0,0
Symphony of Discordia,Brazil,Active,2010,Death/Doom Metal,Chaos| Death| Doom| Human Feelings,2010-present,0,0
Symphony of Doom,Cuba,Split-up,1992,Doom/Death Metal,Unknown,1992-?,0,0
Symphony of Grief,United States,Active,1993,Death/Doom Metal,Gore| Death| Occult,1992-1993 (as Cerberus)| 1993-present,0,0
Symphony of Symbols,Hungary,Active,1997,Death/Black Metal,Unknown,1997-present,0,0
Symposium,France,Active,2003,Progressive/Death Metal,Unknown,2003-present,0,0
Symptom,United States,Active,2010,Doom/Death Metal,Blasphemy| Evil| Death,2010-present,0,0
Symuran,Ukraine,Active,2008,Black/Death Metal,War| Death| Fire| Paganism,2008-present,0,0
Synalgia,Russia,Unknown,2007,Doom/Death Metal,Unknown,2007-?,0,0
Synapse Defect,United States,Active,2005,Death Metal/Metalcore,Unknown,2005-present,1,133
Syncopate,Germany,Split-up,n,Death Metal/Grindcore,Unknown,,0,0
Syndrom,Norway,Active,2006,Death/Thrash Metal,Death| Suicide and Torment,2006-present,0,0
Syndrom,Poland,Active,2005,Death/Thrash Metal,Unknown,2005-present,0,0
Synergism of Humanity,Russia,Active,2007,Death Metal/Grindcore,Unknown,2007-present,0,0
Synnecrosis,United States,Split-up,n,Death/Doom Metal,Unknown,,0,0
Syphilic Diarrhea,United States,Active,2011,Death Metal/Goregrind,Feces| Perversion| Porn,2011 (as Anal Torment)| 2011-present,0,0
Syphilis,Germany,Split-up,n,Thrash/Death Metal,Death| Destruction,,0,75
Syphor,Ireland,On hold,2007,Death/Thrash Metal,Anti-Christianity,2007-2016,0,0
Sypnosys,France,Split-up,2000,Death/Thrash Metal,Unknown,2000-?,0,0
Syrach,Norway,On hold,1993,Death/Doom Metal,Evil| Doom| Death| Anti-Christianity,1993-present,0,0
System Error,Indonesia,On hold,1999,Death Metal/Grindcore,Unknown,1999-?,0,0
System of Hate,Indonesia,Changed name,n,Death Metal/Hardcore,War,?-2008| 2008-present (as Detested),0,0
Systematic Collision,Portugal,Changed name,1997,Death Metal/Grindcore,Interstellar Journeys| Abstract Concepts,1997-2001| 2001-present (as Neoplasmah),0,0
Sönambula,Spain,Active,2015,Death/Doom Metal,Unknown,2015-present,0,0
Süngehel,Estonia,Active,2012,Black/Death Metal,Satanism| Anti-christian| Death| Brutality| Sex| Perversion| Hate| War,2012-present,0,0
T-Mule,Italy,Active,2006,Thrash/Death Metal,Unknown,2006-present,0,0
T.H.G.,Japan,Unknown,2002,Thrash/Death Metal,Unknown,2002-?,0,0
T.U.S.H.,United States,Active,n,Death/Thrash Metal,Unknown,,0,0
T666,Australia,Split-up,1998,Death Metal/Grindcore,Anti-Christian,1998-?,0,0
Tahdiyul Arwah,Malaysia,Active,2006,Black/Death Metal,Death| Nusantara Occultism,2006-present,0,0
Tainted,New Zealand,Active,2004,Thrash/Death Metal,Personal struggles| war| horror,2004-present,0,0
Taken by Talons,United States,Active,2010,Death Metal/Deathcore,Unknown,2010-present,0,0
Tales of Deliria,Italy,Active,2009,Thrash/Death Metal,Unknown,2003-2009 (as Deliriä)| 2009-present,0,0
Talian,France,Changed name,2006,Death/Thrash Metal,Unknown,1999-2006 (as Taliándörögd)| 2006-?| ?-present (as Taliandörögd),0,0
Tamisra,Germany,Active,1996,Black/Death Metal,Unknown,1996-2007| 2014-present,0,0
Tammat Al-Qubraa,Malaysia,Active,1995,Black/Death Metal,War| Goats| Doomsday| Evil,1995-present,0,0
Tamuya Thrash Tribe,Brazil,Active,2010,Death/Thrash Metal,Slavery| abolitionism| Jesuit missions,2010-present,0,0
Tana del Lupo,Italy,Active,2012,Death/Folk Metal,Unknown,2012-present,0,0
Tanator,Ecuador,Active,1999,Thrash/Death Metal,Unknown,1999-present,0,0
Tandus,Malaysia,Split-up,1991,Death/Thrash Metal,Destruction| Nature Over Powering Man,1991-?,0,0
Tangled in Ruin,United States,Active,2005,Black/Death Metal,Unknown,2005-present,0,0
Taniniver,Russia,Split-up,2005,Black/Death Metal,Satanism| Chaos-Gnosticism| Occultism,2005-2008,0,0
Tantrum,Germany,Active,1998,Death/Thrash Metal,Unknown,1998-2003| 2011-present,0,0
Tanvarpmenkv,Russia,Active,2010,Black/Death Metal,Unknown,2007-2010 (as Cabron)| 2010-present,0,0
Tapa!,Finland,Unknown,2003,Death/Thrash Metal,Killing,2003-?,0,0
Taphos Nomos,United States,Active,2014,Death/Doom Metal,Geology| Taphonomy| Death,2014-present,0,0
Tarrask,Brazil,Split-up,2006,Thrash/Death Metal,Death| Social Issues| War,2002-2006| 2005-2009| 2006-2014,0,0
Tarsish,Portugal,Active,2008,Gothic/Death Metal,Unknown,2008-present,0,0
Tarsonis,United States,Active,2007,Death/Black Metal,Starcraft,2007-present,0,0
Tartarosz,Hungary,Active,2004,Death/Thrash Metal,Unknown,2004-present,0,0
Tartarus,United States,Active,2013,Black/Death Metal,Ancient Rome/Greece/Egypt| Animism| Philosophy| Misanthropy,2013-present,0,0
Tartharia,Russia,Active,2002,Death/Black Metal,Unknown,2002-present,0,0
Tartharus,Germany,Split-up,2005,Death Metal/Metalcore,Unknown,2005-2008,0,0
Tartness,Germany,Unknown,n,Death/Heavy Metal,Unknown,,0,0
Taunt,Australia,Unknown,2002,Death Metal/Thrashcore,Unknown,2002-?,0,0
Tauthr,Germany,Active,1991,Death/Black Metal,Afterlife| darkness,1991-present,0,0
Taxidermist,Germany,Split-up,n,Death Metal/Grindcore,Unknown,,0,0
Tboptpias,Barbados,Active,n,Death/Black Metal,Unknown,,0,0
TDP,United States,Unknown,2007,Death Metal/Grindcore,Unknown,2007-?,0,0
Te Deum,Ukraine,Active,1995,Doom/Death Metal,Philosophy,1995-present,0,0
Tear Her Eyes,United States,Split-up,2002,Metalcore/Death Metal,Hate| Violence| Death,2002-?,0,0
Tears in Shadow,Sweden,Active,2013,Doom/Death Metal,Unknown,2013-present,0,0
Tears in Vain,France,Active,2003,Thrash/Death Metal,Unknown,2003-present,0,0
Tears of Beggar,Turkey,Split-up,1993,Doom/Death Metal,Unknown,1993-?,0,0
Tears of Luna,Sweden,Changed name,1992,Doom/Death Metal,Unknown,1992-1996| 1996-present (as In Grey),0,0
Tears of Melody,Italy,Split-up,n,Doom/Death Metal,Unknown,,0,0
Teaser Opera,Malaysia,Unknown,2006,Metalcore/Death Metal,Unknown,2006-?,0,0
Tedh Secret,Switzerland,Split-up,2003,Grindcore/Death Metal,Unknown,2003-?,0,0
Teenage Deathexplosion,Germany,Active,2010,Death Metal/Grindcore,Unknown,2010-present,0,0
Teeth,United States,Active,n,Death/Doom Metal,Misanthropy| Human Condition| Absurdism| Personal Experiences,,0,0
Tefrosis,Peru,Split-up,2004,Death Metal/Grindcore,Gore,2004-2006 (as Xuburbio)| 2006-?,0,0
Teitanblood,Spain,Active,2003,Death/Black Metal,Darkness| Evil| Occultism| Abominations,2003-present,0,0
Teksuo,Spain,Active,2005,Death Metal/Metalcore,Violence| Hate| Oriental themes,2005-present,0,0
Temenos,Belgium,Split-up,2001,Death/Doom Metal,Unknown,2001-?,0,0
Temple,United States,Split-up,n,Thrash/Death Metal,Unknown,,0,0
Temple Below,International,Active,2007,Black/Death Metal,Occult| Satanism,2007-present,0,0
Temple Desecration,Poland,Active,2011,Death/Black Metal,Satanism,2011-present,0,0
Temple Nightside,Australia,Active,2010,Black/Death Metal,Occult| Death| Mysticism,2010-present,0,0
Temple of Eternity,Netherlands,Changed name,1998,Thrash/Death Metal,Ice| Death,1998-2005| 2005-present (as Braincasket),0,0
Temple of Gnosis,Serbia,Active,2015,Doom/Death Metal,Western esoteric tradition| Alchemy| Hermeticism,2015-present,0,0
Temple of Oblivion,Ukraine,Split-up,1995,Death/Doom Metal,Unknown,1995-?,0,0
Temple of Void,United States,Active,2013,Death/Doom Metal,Death,2013-present,24,12164
Tempt Fate,France,Active,2014,Thrash/Death Metal,Humanity| Society| Feelings,2014-present,0,0
Temptamentum,Germany,Split-up,1994,Death/Black Metal,Darkness,1994-2004,0,0
Temptation,Germany,Split-up,n,Gothic/Death Metal,Unknown,,0,0
Temptum,Kazakhstan,Active,n,Death/Doom Metal,Unknown,,0,0
Ten Degrees Colder,Germany,Active,2001,Groove/Death Metal,Death| Violence| Madness,2001-2003| 2005| 2008-present,0,0
Ten Rail Cell,Greece,Active,1999,Thrash/Death Metal,Unknown,1999-present,0,0
Ten Ton Diesel Head,United States,Active,1999,Death Metal/Hardcore,Gore| Death| Anarchy,1999-present,0,0
Tenderness,Mexico,Changed name,2002,Death/Thrash Metal,Inner Conflict| Madness| Resurrection| Gore,1999-2002 (as Sanctum Regnum)| 2002-2014| 2014-present (as Tenderizer),0,0
Tenebrarum,Colombia,Active,1990,Death/Gothic Metal,Spiritual| Sadness| Pain,1990-present,0,0
Tenebrarum,Mexico,Split-up,1990,Death/Black Metal,Satanism| Death| Horror| Sex,1990-?,0,0
Tenebrous Infernal Abyss,Brazil,Active,2004,Black/Death Metal,Satanism| War| Death,2004-present,0,0
Tenebrum Infectus,France,Split-up,2001,Death Metal/Grindcore,Anti-Christianity| Sex with Pigs| Darkness,2001-2006,0,0
Tenebrys,Brazil,Active,1998,Doom/Death Metal,Depression| Insanity| Abstract Reality| Death,1996-1998 (as Mystic Seminary)| 1998-2010| 2014-present,0,0
Tenet,Canada,Split-up,1996,Death/Thrash Metal,Personal Struggles| Anger| Catharsis,1996-?,0,0
Tengkorak,Indonesia,Active,1993,Death Metal/Grindcore,Islam Religion| Death| War| Violence| Politics| Anti-Zionism,1993-present,0,0
Tensegrity,Ukraine,Active,n,Death/Thrash Metal,Unknown,,0,0
Tension,Mexico,Active,2000,Thrash/Death Metal,Mankind| Society,2000-present,0,0
Tentacles,United States,Active,2006,Death Metal/Grindcore,Unknown,2006-present,0,0
Teofobia,Chile,Active,1994,Death/Thrash Metal,Death,1994-present,0,0
Teogoniya,Russia,Unknown,2003,Black/Death Metal,Anti-Christian| Cruel Murders| Hate| Misanthropy,2003-?,0,0
Terafirmer,United States,Unknown,2004,Progressive/Death Metal,Unknown,2004-?,0,0
Teratoma,Spain,Active,1993,Death Metal/Grindcore,Deformation| Anatomy| Human suffering,1993| 1993-1996 (as Suffering)| 1996-2002| 2015-present,0,0
Teratos,Peru,Active,2003,Death Metal/Grindcore,War| Death,2003-present,0,0
Terminal Grip,Sweden,Split-up,1994,Death Metal with Industrial Influences,Unknown,1994-1997,0,0
Terminal Plague,United States,Split-up,n,Death Metal/Grindcore,Unknown,,0,0
Terminator,Poland,Split-up,1989,Death/Thrash Metal,Unknown,1989-?,0,0
Terminus,United States,Active,2009,Doom/Death Metal,Unknown,2009-present,0,0
Terra Morta,United States,Active,2009,Death/Black Metal,Man vs. nature| Winter,2009-present,0,0
Terra Tenebrae,Greece,Changed name,1997,Black/Death Metal,Death| Abstract themes,1997-2000| 2000-present (as Soulskinner),0,0
Terramortis,Honduras,Active,1994,Death/Doom Metal,Darkness| suffering| anguish| spirits,1994-present,0,0
Terraseria,Mexico,Active,2005,Death/Thrash Metal,Unknown,2005-present,0,0
Terrible Force,Brazil,Active,2006,Death/Thrash Metal,Social Issues| Violence| Death,2006-present,0,0
Terrible Old Man,United States,Changed name,2009,Thrash/Death Metal,Evil themes| Destruction| Parallel Dimensions,2009-?| 2016-present (as Toxic Cross),0,0
Terrifying Redemption,Germany,Split-up,2007,Death/Thrash Metal,Unknown,2007-?,0,0
Terromony,United States,Active,2004,Death/Black Metal,Darkness and Chaos,2004-present,0,0
Terror,Colombia,Active,2008,Thrash/Death Metal,Death| Darkness,2008-present,0,0
Terror,Sweden,Split-up,1994,Death Metal/Grindcore,Destruction,1994,0,0
Terror Fronte,Brazil,Active,2012,Death/Thrash Metal,Unknown,2012-present,0,0
Terror Oath,International,Active,n,Black/Death Metal,Unknown,,0,0
Terror Organ,United States,Changed name,2001,Death Metal/Industrial,Occult,2001-2004| 2004-present (as Feldgrau),0,0
Terror Plan,Argentina,Active,2010,Death Metal/Grindcore,Death| Hate| Sociopolitical,2010-present,0,0
Terror Tactics,Poland,Unknown,2009,Death/Thrash Metal,War| Death| Apocalypse,2009-?,0,0
Terror Throne,United States,Active,1995,Death/Black Metal,Anti-Christianity,1995-present,0,0
Terror Tractor,United States,Active,2003,Death/Thrash Metal,Unknown,2003-present,0,0
Terrorazor,Germany,Active,2006,Grindcore/Death Metal,Death| Horror| War| Nuclear Apocalypse,2006-present,0,0
Terrorblade,Germany,Active,2004,Thrash/Death Metal,Unknown,2004-present,0,0
TerrorCult,Brazil,Active,1997,Thrash/Death Metal,Religion| Death,1997-present,0,0
Terrorential,Australia,Active,2010,Thrash/Death Metal,Unknown,2010-present,0,0
Terrorgod,Germany,Unknown,2005,Thrash/Death Metal,War| Pain,2005-?,0,0
Terrorhorse,Canada,Split-up,2007,Death Metal/Metalcore,Unknown,2007-2011,0,0
Terrorism,United States,Active,2000,Death Metal/Grindcore,Politics| Gore,2000-present,0,0
Terrorismo del Anticristo,El Salvador,Active,2013,Black/Death Metal,Satanic,2010-2013 (as Satanic Bleeding)| 2013-present,0,0
Terrorizer,United States,Active,1987,Death Metal/Grindcore,Death| Politics| Social issues| Violence,1986 (as Unknown Death)| 1986-1987 (as Decomposed)| 1987-1989| 2005-2006| 2009-present,0,0
Terrormachine,Serbia,Split-up,n,Death/Thrash Metal,White Pride| Resistance| Anti-NATO,,0,0
Terrorsaw,Italy,Active,2010,Black/Death Metal,Unknown,2010-present,0,0
Terrortory,Sweden,Active,2000,Thrash/Death Metal,Death| Life| Pain| Heaven| Hell,2000-present,0,0
Terrorzone,Brazil,Active,2004,Death/Thrash Metal,Politics| Gore,2004-present,0,0
Terteros,Germany,Split-up,1991,Death/Thrash Metal,Unknown,1991-?,0,0
Testimonium,United Kingdom,Split-up,2006,Death/Thrash Metal,Unknown,?-2006 (as Exeunt)| 2006-?,0,0
Testimony,Finland,Split-up,2001,Death/Thrash Metal,Hate| Death| Personal Struggles| Occult,? (as Dead Without a Cause)| 2001-?,0,0
Testosteron,Hungary,Split-up,2003,Thrash/Death Metal,Unknown,2003-?,0,0
Tethra,Italy,Active,2008,Death/Doom Metal,Unknown,2008-present,0,0
Tetrahydrocannibinol,Canada,On hold,2008,Death Metal/Goregrind,Cannabis,2008-2009,0,0
Tetramorphe Impure,Italy,Active,2006,Doom/Death Metal,Occultism| Death| Philosophy,2006-present,0,0
Teuton,Netherlands,Split-up,n,Death/Black Metal,Unknown,,0,0
Tezkatlipoka,United States,Active,1995,Folk/Death Metal,Aztec Mythology and their Gods,2000-present,0,0
Thakandar,Germany,Active,2008,Black/Death Metal,Hate| Emotions| Ruin| Silent Hill-like Themes,2008-present,0,0
Thalgora,United States,Active,n,Black/Death Metal,Unknown,,0,0
Thanatoid,Italy,Split-up,1994,Death Metal/Grindcore,Unknown,1994-?,0,0
Thanatology,Mexico,Active,1999,Death Metal/Grindcore,Human Extermination| Medical Torture,1999-present,0,0
Thanatopsis,Costa Rica,Split-up,2006,Death Metal/Grindcore,Sickness,2006-?,0,0
Thanatopsis,United States,Split-up,1989,Death/Thrash Metal,Sadism| Torment,1989-1993,0,0
Thanatos,France,Active,1992,Death/Thrash Metal,Unknown,1992 (as G.A.F.F.)| 1992 (as Shiver Blood)| 1993-present,13,5669
Thanatos,Netherlands,Active,1984,Death/Thrash Metal,Anti-Religion| Gore| War,1984-1992| 1999-present,13,5669
Thanatos,Poland,Changed name,1988,Thrash/Death Metal,Unknown,1988-1992| 1992 (as Detox Mansion)| 1992-present (as Trauma),13,5669
Thanatosis,Brazil,Changed name,1998,Thrash/Death Metal,Political| War| Death| Philosophical,1998-2010| 2013-present (as Thanatose),0,0
Thanatotic Desire,United States,Active,2007,Death/Thrash Metal,Unknown,2007-present,0,0
Thane,United States,Active,2008,Death/Doom Metal,Unknown,2008-present,0,0
Thane of Cawdor,Australia,Active,2007,Black/Death Metal,Personal| Perspective| Conceptual,2007-present,0,0
Tharithimas,Brazil,Split-up,1984,Death/Thrash Metal,Death| Black Mass| Darkness,1984-?,0,0
That Old Black Magic,France,Active,1997,Death/Thrash Metal,Death| Fantasy| Gore| Sex,1997-2009| 2013-present,0,0
The 11th Hour,Netherlands,Active,2008,Doom/Death Metal,Loss| Sorrow| Death,2008-present,0,0
The 8th Sin,Netherlands,Split-up,2004,Thrash/Death Metal,Death| Life| Brutal Fantasy,2004-2008,0,0
The Absence of Embrace,United States,Split-up,2006,Thrash/Death Metal,Satan| necrophilia| death,2006-2009,0,0
The Absolution Sequence,Australia,Active,2013,Groove/Death Metal,Mental Illness,2013-present,2,396
The Abyss,Poland,Split-up,n,Death Metal/Hardcore,Nuclear Holocaust| Pain| World Chaos,?-1990 (as R.I.P.)| 1990-?,0,0
The Abyss Order,France,Active,2015,Black/Death Metal,Unknown,2015-present,0,0
The Accident,Netherlands,Split-up,1991,Death Metal/Grindcore,Politics,1991-?,0,0
The Aftermath,Canada,Active,2007,Death Metal/Grindcore,Unknown,2007-present,0,0
The Air Turned to Acid,United Kingdom,Active,n,Sludge/Death Metal,Unknown,,0,0
The Alphes,Germany,Changed name,2005,Death/Thrash Metal,Pain| Death| Mythology,2005-2007| 2007-present (as Strydegor),0,0
The Anal Treatment XXXperience,Greece,Active,2008,Death Metal/Grindcore,Gore| Sex| Spear-fishing| B.B.Q.,2008-present,0,0
The Analyst,United States,Unknown,2006,Death Metal/Metalcore,Darkness| obscure life,2006-2011| 2012,0,0
The Ancient Void,United States,Active,1998,Black/Death Metal,Unknown,1998-present,0,0
The Ancients Rebirth,Sweden,Active,1992,Black/Death Metal,Occultism| Satanism| Darkness,1992 (as Desert Ritual)| 1992 (as Infernus Ritual)| 1992-1999| 2015-present,0,0
The Angelis,Italy,Active,2011,Death/Thrash Metal,Unknown,2011-present,0,0
The Angry and the Fish,Germany,Active,2007,Death/Thrash Metal,Unknown,2007-present,0,0
The Anthagonist,Spain,Active,2014,Death/Black Metal,Unknown,2014-present,0,0
The Anti-Human,United States,Split-up,n,Black/Death Metal,Unknown,,0,0
The Apocryphal Order,Faroe Islands,Active,2010,Death/Thrash Metal,Unknown,2010-present,0,0
The Aris,United States,Active,2009,Black/Death metal,Philosophy,2009-present,0,0
The Art of Choking,United States,Split-up,1990,Death/Thrash Metal,LSD| Crime| Violence| Sex| Humour| Death,1986-1988 (as Criminal Axe)| 1990 (as Criminal Axe)| 1990-1991 (as Crippled Crunch)| 1994 (as Choking)| 1994-1996,0,0
The Art of Jor,Venezuela,Split-up,1999,Black/Death Metal,Anti-Christian,1999-?,0,0
The Art of the Legendary Tishvaisings,Germany,Split-up,1988,Death/Thrash Metal,Humour| Gore| Personal Struggles| Death,1988-1989 (as The Tishvaisings)| 1990 (as The Legendary Tishvaisings)| 1990-1992,0,0
The Atrocity Exhibit,United Kingdom,Active,2005,Grindcore/Death Metal,Society| Horror,2005-present,0,0
The Awakened One,United States,Changed name,1995,Black/Death Metal,Unknown,1995-1999| 2000-2011 (as Aethyria)| 2012-present (as Zā Lä Thü),0,0
The Beast,United States,Split-up,n,Death/Doom Metal,Unknown,,0,0
The Beholder,United States,Split-up,2004,Grindcore/Death Metal,Social Issues| Politics,2004-2008,0,0
The Bitch in the Van,Netherlands,Split-up,2004,Death Metal/Grindcore,Drinking| Violence,2004-2015,0,0
The Black Coffins,Brazil,Split-up,2011,Death Metal/Crust,Death| Occultism| Misanthropy| Hate,2011-2014,0,172
The Black Harvest,Chile,Active,n,Doom/Death Metal,Unknown,2004-present,0,0
The Blackest Incarnation,Mexico,Split-up,2006,Black/Death Metal,Satanism| Blasphemy| Murder| Torture| Zombies,2006-?,0,0
The Bleeding,Mexico,Active,2000,Death Metal/Grindcore,Death| Violence| Gore| Anti-Christianity,2000-present,0,0
The Bleeding,Slovakia,Split-up,1998,Doom/Death Metal,Hate| War| Policy,1998-?,0,0
The Bleeding,United Kingdom,Active,2010,Death/Thrash Metal,Horror| Death,2010-present,0,0
The Blesseds,Poland,Active,1989,Death/Black Metal,Darkness| Unholyness,1989-present,0,0
